audit_id,user_id,entity_name,entity_id,action_type,old_data,new_data
32,2021,survey_evidence,3441,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
33,638,survey_approvals,2159,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
34,119,survey_approvals,1507,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
35,847,survey_evidence,1543,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
36,1256,surveys,937,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
37,2027,surveys,1548,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
38,1447,survey_evidence,3411,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
39,1561,surveys,2826,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
40,1159,survey_evidence,2286,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
41,523,surveys,2241,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
42,362,survey_evidence,2233,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
43,1328,survey_approvals,1721,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
44,841,surveys,3086,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
45,1085,surveys,1251,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
46,2036,surveys,2975,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
47,1831,surveys,1704,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
48,1335,survey_approvals,452,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
49,150,survey_approvals,1656,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
50,644,surveys,3158,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
51,533,survey_approvals,1960,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
52,22,surveys,3558,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
53,2043,surveys,64,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
54,1862,survey_evidence,2449,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
55,1143,survey_approvals,60,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
56,203,survey_approvals,3343,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
57,353,survey_evidence,2017,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
58,1869,survey_evidence,1311,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
59,519,surveys,3120,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
60,611,survey_evidence,345,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
61,1226,survey_approvals,2153,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
62,1173,surveys,3065,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
63,77,surveys,3090,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
64,372,survey_approvals,3271,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
65,365,survey_approvals,2470,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
66,1318,survey_approvals,3934,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
67,697,surveys,3597,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
68,393,surveys,2980,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
69,1896,survey_approvals,1769,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
70,976,surveys,2589,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
71,863,surveys,1592,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
72,1991,survey_approvals,3653,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
73,224,surveys,766,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
74,599,survey_evidence,1419,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
75,601,survey_approvals,951,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
76,746,survey_evidence,310,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
77,943,survey_approvals,233,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
78,306,surveys,741,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
79,1637,surveys,252,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
80,717,surveys,881,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
81,864,survey_evidence,3172,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
82,449,surveys,684,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
83,661,survey_approvals,1672,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
84,1061,survey_evidence,317,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
85,701,survey_evidence,3960,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
86,2024,survey_evidence,333,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
87,1794,survey_evidence,1086,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
88,1029,survey_approvals,630,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
89,649,survey_evidence,3721,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
90,1703,surveys,3629,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
91,1602,surveys,3529,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
92,384,survey_evidence,3480,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
93,494,surveys,1840,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
94,1690,survey_approvals,797,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
95,77,survey_evidence,2843,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
96,1070,surveys,3295,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
97,757,survey_approvals,1637,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
98,982,survey_approvals,2353,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
99,978,surveys,2560,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
100,575,surveys,3989,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
101,30,surveys,3459,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
102,1700,survey_evidence,268,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
103,186,surveys,3695,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
104,62,survey_evidence,3576,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
105,1402,survey_approvals,117,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
106,2086,survey_approvals,2701,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
107,833,survey_evidence,1295,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
108,1291,survey_approvals,2532,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
109,1301,surveys,856,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
110,444,surveys,350,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
111,901,survey_approvals,1571,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
112,1299,survey_approvals,1352,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
113,2088,survey_approvals,27,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
114,2021,surveys,1677,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
115,1599,surveys,8,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
116,203,survey_approvals,1882,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
117,2044,survey_evidence,2266,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
118,91,survey_evidence,3646,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
119,1121,survey_approvals,2697,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
120,208,survey_evidence,3114,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
121,1102,survey_evidence,145,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
122,209,surveys,3983,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
123,1220,survey_approvals,3015,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
124,554,surveys,2792,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
125,39,survey_evidence,1237,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
126,845,survey_evidence,1199,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
127,1088,surveys,2867,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
128,469,survey_evidence,1999,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
129,541,surveys,1408,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
130,239,survey_approvals,1061,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
131,79,survey_approvals,4033,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
132,1447,surveys,1117,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
133,1327,survey_evidence,2326,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
134,1631,survey_approvals,2133,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
135,991,survey_approvals,1393,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
136,1357,survey_evidence,1463,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
137,205,survey_approvals,2521,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
138,153,survey_evidence,51,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
139,2043,survey_approvals,2477,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
140,267,surveys,3447,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
141,776,survey_approvals,3032,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
142,1990,survey_approvals,3502,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
143,1374,survey_evidence,2409,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
144,1014,survey_approvals,3817,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
145,1799,survey_evidence,2149,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
146,188,surveys,2751,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
147,1204,surveys,3876,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
148,1044,survey_approvals,2015,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
149,1761,surveys,2173,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
150,1450,surveys,3217,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
151,807,surveys,1469,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
152,1206,survey_evidence,2176,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
153,2073,survey_approvals,92,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
154,529,surveys,3467,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
155,696,surveys,2307,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
156,863,survey_approvals,3623,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
157,1690,survey_approvals,39,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
158,1628,survey_approvals,3209,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
159,912,survey_evidence,1913,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
160,2032,survey_evidence,3019,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
161,191,survey_approvals,226,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
162,1237,survey_approvals,1755,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
163,2023,surveys,2025,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
164,762,survey_approvals,1087,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
165,603,surveys,1546,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
166,32,survey_approvals,871,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
167,1536,survey_approvals,2200,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
168,1410,survey_approvals,1131,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
169,1874,survey_approvals,3929,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
170,679,survey_evidence,197,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
171,186,surveys,3260,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
172,1076,survey_approvals,886,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
173,419,surveys,1768,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
174,1142,survey_evidence,281,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
175,995,survey_evidence,1801,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
176,514,survey_evidence,1943,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
177,681,surveys,3170,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
178,1102,surveys,1320,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
179,112,survey_approvals,755,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
180,859,surveys,2024,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
181,316,surveys,1398,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
182,676,survey_approvals,2783,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
183,1164,survey_evidence,2933,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
184,165,survey_approvals,1258,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
185,966,survey_evidence,3651,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
186,1119,survey_evidence,2682,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
187,2050,survey_approvals,1556,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
188,14,survey_approvals,3120,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
189,1526,survey_approvals,1243,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
190,1756,survey_evidence,1656,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
191,1735,survey_evidence,895,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
192,575,surveys,1783,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
193,848,survey_approvals,544,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
194,1596,survey_evidence,738,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
195,657,surveys,2378,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
196,907,survey_approvals,19,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
197,671,survey_evidence,3097,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
198,226,surveys,3650,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
199,1259,surveys,1336,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
200,1005,survey_evidence,2657,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
201,879,surveys,423,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
202,1297,surveys,1178,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
203,1593,surveys,603,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
204,1846,surveys,264,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
205,2027,survey_evidence,3633,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
206,1031,survey_evidence,2904,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
207,1987,survey_approvals,2946,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
208,1726,surveys,634,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
209,402,survey_evidence,1864,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
210,1941,survey_approvals,1503,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
211,987,survey_approvals,2409,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
212,687,survey_evidence,621,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
213,885,surveys,3692,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
214,244,surveys,400,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
215,362,surveys,2840,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
216,1499,survey_evidence,2123,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
217,493,survey_approvals,44,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
218,222,surveys,513,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
219,528,survey_approvals,1075,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
220,1634,survey_approvals,2286,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
221,506,survey_evidence,200,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
222,2082,survey_evidence,1343,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
223,260,survey_approvals,332,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
224,818,surveys,3212,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
225,1980,survey_approvals,1196,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
226,1130,survey_approvals,748,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
227,617,survey_approvals,1259,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
228,945,surveys,2428,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
229,640,survey_evidence,1916,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
230,1734,survey_evidence,2539,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
231,135,survey_approvals,2796,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
232,1839,survey_approvals,185,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
233,1572,surveys,1061,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
234,976,survey_evidence,2063,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
235,100,surveys,3140,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
236,1230,survey_approvals,711,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
237,1573,surveys,737,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
238,1659,survey_approvals,235,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
239,1219,survey_evidence,664,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
240,1806,survey_evidence,1819,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
241,68,survey_evidence,719,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
242,1482,survey_evidence,3925,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
243,665,surveys,62,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
244,1236,survey_evidence,1117,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
245,537,survey_approvals,2300,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
246,1154,surveys,2004,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
247,694,surveys,2991,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
248,1440,survey_evidence,3144,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
249,195,survey_evidence,1419,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
250,1653,survey_evidence,1096,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
251,234,survey_evidence,1957,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
252,1603,surveys,1523,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
253,1783,surveys,3962,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
254,1477,surveys,1384,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
255,163,surveys,3017,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
256,922,surveys,68,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
257,475,survey_evidence,1523,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
258,1028,survey_evidence,343,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
259,506,surveys,1694,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
260,1340,survey_approvals,3826,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
261,1129,survey_approvals,3111,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
262,1476,surveys,2655,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
263,157,surveys,912,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
264,1458,surveys,3805,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
265,1118,survey_evidence,3194,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
266,1369,survey_approvals,2031,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
267,1070,survey_approvals,1384,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
268,32,survey_evidence,1601,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
269,1470,surveys,3978,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
270,663,survey_evidence,2297,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
271,1635,survey_evidence,3302,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
272,1536,surveys,1725,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
273,57,survey_evidence,2906,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
274,2037,surveys,2194,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
275,221,survey_approvals,407,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
276,313,survey_approvals,1303,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
277,404,surveys,3543,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
278,1984,survey_evidence,3484,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
279,882,survey_evidence,2305,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
280,2086,surveys,1732,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
281,1323,survey_approvals,4009,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
282,1907,survey_evidence,1582,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
283,722,survey_approvals,72,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
284,1516,surveys,1601,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
285,1214,survey_evidence,2725,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
286,1109,surveys,1008,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
287,1888,surveys,2335,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
288,355,survey_evidence,679,REJECT_SURVEY,"{""status"":""old""}","{""status"":""new""}"
289,1961,surveys,1515,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
290,323,survey_approvals,1146,UPLOAD_EVIDENCE,"{""status"":""old""}","{""status"":""new""}"
291,1268,survey_evidence,3666,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
292,1504,survey_approvals,128,APPROVE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
293,709,surveys,2427,CREATE_SURVEY,"{""status"":""old""}","{""status"":""new""}"
