evidence_id,survey_id,file_type,file_url,gps_lat,gps_lng,captured_at,ai_analysis,embedding_vector
28,14,IMAGE,https://mock/382bafd7-5b53-4151-8ade-78d47e0eafc8.jpg,20.3541339,72.0960567,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
29,14,IMAGE,https://mock/8d5ff228-0320-4866-8c40-c60a0104f862.jpg,20.7486323,75.9119963,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
30,15,IMAGE,https://mock/f3a49b0b-34d6-4ce4-9216-b1edd569ad3c.jpg,17.0442313,76.8327791,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
31,15,VIDEO,https://mock/994a43b5-c03c-4c2d-a91e-e0d7cf6fa152.jpg,19.4493201,73.2851565,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
32,15,VIDEO,https://mock/4026a34b-9f9d-4df3-acd1-ab38ce8b09a6.jpg,16.5516122,77.945187,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
33,16,VIDEO,https://mock/8de29f00-1db9-46ec-9e0a-bbab0f4c7af3.jpg,19.7750574,78.1040263,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
34,16,VIDEO,https://mock/d44beb26-7a09-4321-94e7-33ff240dd2a8.jpg,20.5316087,73.6472694,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
35,16,VIDEO,https://mock/e44ae510-8fdc-4534-b65e-e41c329ce0f6.jpg,17.3477006,79.5366595,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
36,17,IMAGE,https://mock/6e3e9731-4d0e-4c2d-b503-cee7c207abd2.jpg,16.4742774,79.342283,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
37,17,VIDEO,https://mock/54cc9fe1-f8d3-4721-9fa8-d87f51aee53e.jpg,18.1434677,76.4572014,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
38,18,IMAGE,https://mock/ea757e51-3c63-483f-a83e-6d97f95a4c4f.jpg,20.7218608,76.9216957,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
39,18,IMAGE,https://mock/ef155122-6134-4ddb-a884-d1b16cda1758.jpg,17.3815857,74.93668,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
40,19,VIDEO,https://mock/f8086780-6d8c-44e7-940b-b783fbf6157c.jpg,18.9154653,72.394108,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
41,19,VIDEO,https://mock/899c8f88-6ca3-4e21-8f92-eab008d4f4ba.jpg,19.3239906,76.093873,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
42,19,IMAGE,https://mock/a5ede102-b876-4ad8-aad1-19dfe7ff8097.jpg,18.4738951,79.4923879,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
43,20,IMAGE,https://mock/809736f9-bc65-4684-8335-b19ae74411b2.jpg,20.9159892,75.9524206,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
44,20,IMAGE,https://mock/2b529478-dc2b-4d7d-a19b-f1e204d60e5c.jpg,19.0473429,78.9921284,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
45,21,IMAGE,https://mock/49edd253-ca21-434f-a9cc-e8ccd0d7a4fd.jpg,19.6608135,78.7896926,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
46,22,VIDEO,https://mock/12bdc92c-edca-4318-bad8-4cf63348c6fb.jpg,17.5600904,78.3371547,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
47,23,IMAGE,https://mock/58384c6e-2e83-4c47-be0e-a37fdb079d1b.jpg,18.8985002,74.4637743,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
48,23,VIDEO,https://mock/e4da4ebe-e6f0-40f2-8129-0924f1810592.jpg,19.1203235,76.394361,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
49,23,IMAGE,https://mock/56223c2b-34f7-4e2e-a735-696eda4c49a7.jpg,19.389891,73.6437305,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
50,24,IMAGE,https://mock/0bfc8674-1e96-46a6-ae04-c7e451d15d64.jpg,16.2745945,72.5043322,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
51,25,VIDEO,https://mock/5bd1fbd8-23fc-4625-b628-9cfcff53374a.jpg,16.3588096,74.2769833,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
52,25,IMAGE,https://mock/48c3263e-f339-4c64-a4c2-8fffee8c819f.jpg,19.1896897,78.74462,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
53,26,IMAGE,https://mock/30d9b053-a1fa-4fb4-be38-2a93e258314b.jpg,16.0901744,78.7979297,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
54,26,IMAGE,https://mock/e0da6d7d-9e01-4a3f-8560-adcf6741c9a5.jpg,16.233663,74.9642263,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
55,27,VIDEO,https://mock/2ee91d74-57ec-44f5-b47f-dbef93866114.jpg,20.0559077,79.7409862,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
56,27,VIDEO,https://mock/e8ecf243-a276-4c93-9b91-278830bed3b3.jpg,19.518791,77.9658897,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
57,27,VIDEO,https://mock/a6d49687-a4b1-4a5e-8215-e5516ffd850b.jpg,17.8632256,78.3600349,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
58,28,IMAGE,https://mock/fe473c48-7809-4632-928d-1cf248b4a744.jpg,19.5835496,78.8700222,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
59,29,VIDEO,https://mock/d206a921-071e-4cef-97e9-796fe19c6c42.jpg,18.5459249,74.76845,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
60,30,VIDEO,https://mock/16c26340-fe1a-4a72-a3bb-f6bfb8423488.jpg,20.1313305,75.7479798,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
61,30,IMAGE,https://mock/d4baee39-bb03-4587-a833-3b6d9ea00a42.jpg,18.8710244,78.360037,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
62,30,IMAGE,https://mock/d250ad35-f7eb-4e79-aad0-cc8f65f5afea.jpg,18.1942614,75.1022277,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
63,31,VIDEO,https://mock/bbaa37a4-cb83-443c-809d-10b1a17a726b.jpg,20.3332228,72.2988338,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
64,31,VIDEO,https://mock/bcd9a678-a91a-49cd-bf6b-4e4d8685a3e9.jpg,19.3840848,72.7210817,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
65,31,VIDEO,https://mock/727fe888-17e7-4f35-8a94-285a910f150b.jpg,18.3055664,75.7806699,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
66,32,VIDEO,https://mock/e8b0b8ad-644c-4a32-b892-10313e5d1bb3.jpg,17.8101666,78.037162,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
67,32,VIDEO,https://mock/df4d7500-d57d-4a33-911b-d70766904819.jpg,20.6469269,72.8266036,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
68,32,IMAGE,https://mock/96cf85e4-afe7-4ef7-9e2f-b77f9a21075b.jpg,18.4733705,76.4325726,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
69,33,VIDEO,https://mock/2c4e9f94-e1fd-4a2d-a4f4-15693db9581d.jpg,20.2321068,76.675998,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
70,33,VIDEO,https://mock/d01b6394-5738-458a-a9dc-d0337ea4279e.jpg,19.9668827,79.5960252,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
71,33,IMAGE,https://mock/0a5115df-224e-4a7f-8bed-7d9ccc11bbda.jpg,18.5562897,77.910215,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
72,34,IMAGE,https://mock/c2126805-d98b-416a-90c8-b2f49f9e5ead.jpg,19.7049403,76.156037,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
73,34,VIDEO,https://mock/2361ccce-2904-4653-92a7-5214ab036891.jpg,19.6818631,79.9177965,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
74,34,IMAGE,https://mock/03ca866f-1415-4ff2-a532-2049a2f9269c.jpg,17.3003539,72.0633048,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
75,35,IMAGE,https://mock/d5b87b81-04d8-4a5d-ab2f-d1895e8950e8.jpg,19.2014344,72.3661629,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
76,36,IMAGE,https://mock/5492f789-7ab4-4df5-992a-fe3af9ea0404.jpg,17.8299218,79.3628121,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
77,36,VIDEO,https://mock/af8a48f4-6e60-435e-9d26-19d004ad5b05.jpg,17.1413784,76.122604,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
78,36,VIDEO,https://mock/24b7fdca-aa9e-491a-87b1-b02e1bf81bdd.jpg,19.7566936,78.0626759,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
79,37,VIDEO,https://mock/bd2930b4-ade8-47eb-94ed-97ff144f7500.jpg,20.0685267,76.2856599,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
80,38,VIDEO,https://mock/6983a8f9-93b3-419d-b613-a31ac8b52bb0.jpg,16.587481,75.1546709,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
81,39,IMAGE,https://mock/9b29e45e-87f6-4aba-8b7e-9602e4fb3ae6.jpg,17.0471525,73.0025055,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
82,40,IMAGE,https://mock/fd181bdc-99ad-4a4c-96f6-61c43b691a86.jpg,16.6369057,72.2577444,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
83,40,VIDEO,https://mock/a6eddcb0-95e9-4e23-a4a4-6feebfe85c60.jpg,19.8493694,74.943908,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
84,41,IMAGE,https://mock/a3cf4f5e-c81e-4707-be1c-37494abdd572.jpg,17.4629599,77.4111072,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
85,41,IMAGE,https://mock/669053e8-f199-4291-a4e5-0dcae49b5cc3.jpg,18.5500424,76.2429375,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
86,41,VIDEO,https://mock/97baee94-2c69-4b46-89b7-5ceede078dd0.jpg,18.8761552,76.920079,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
87,42,VIDEO,https://mock/ca125ef1-50fd-4b0d-b194-03abf0f8d7dc.jpg,19.0340446,72.2194456,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
88,42,VIDEO,https://mock/75a091ff-b111-4a1b-906f-de600b2e27be.jpg,17.6008466,76.5658651,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
89,42,VIDEO,https://mock/1881f402-e3cd-43a6-984b-3e0ae0dd199c.jpg,16.762527,72.026661,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
90,43,IMAGE,https://mock/31abbdd8-947d-4adb-8f3a-1a26bb9a767e.jpg,16.0781371,75.3610013,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
91,44,IMAGE,https://mock/c1f91aae-aee8-4ca1-8497-db8e965c8335.jpg,20.6332208,72.9736188,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
92,44,VIDEO,https://mock/486e51ce-59bf-40a6-ae54-8a3b4cec3467.jpg,16.0097696,75.7832976,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
93,45,VIDEO,https://mock/c662f244-3931-4879-adc1-f1f62976aa83.jpg,20.0449886,75.9921505,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
94,45,VIDEO,https://mock/641bb19a-05f2-4132-b08c-0d052fa601c7.jpg,19.1614191,76.6212663,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
95,46,VIDEO,https://mock/89e47bf0-eec0-4c92-909f-292ba1953316.jpg,17.0545893,79.2201914,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
96,47,VIDEO,https://mock/850ed3a7-5f41-40a6-8acc-469533fa1848.jpg,18.4186358,73.9180095,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
97,47,VIDEO,https://mock/7256ede6-2d2c-4025-bbe8-d34feeb00738.jpg,17.4504303,78.4243499,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
98,48,IMAGE,https://mock/de924ac3-46d9-40b4-aef2-12e238877d52.jpg,16.278735,78.599525,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
99,48,VIDEO,https://mock/cfd02c37-6163-413d-bffc-95f219b5c154.jpg,16.141624,73.20207,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
100,49,IMAGE,https://mock/1f98765e-1394-45b8-bb1b-037a551a218b.jpg,17.8368181,72.914758,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
101,50,IMAGE,https://mock/06ffc718-97a5-4269-8b50-beb5a170722b.jpg,18.6216062,75.8990563,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
102,50,VIDEO,https://mock/eba65d71-35d9-49d6-9c4c-50da6c9aff98.jpg,19.5783757,73.666457,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
103,50,VIDEO,https://mock/535e0c4e-f352-4d90-acdd-e3a96f197bed.jpg,20.9897574,77.5275587,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
104,51,VIDEO,https://mock/c104d392-00c1-42ad-aaed-0702d9f65aac.jpg,20.5252861,79.4289884,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
105,52,VIDEO,https://mock/7a44de1f-8f8f-42c1-84c8-b79883cb0397.jpg,20.7882435,79.8794326,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
106,52,IMAGE,https://mock/22b2c5e9-143b-4026-a78b-bb442359fdf9.jpg,16.2595474,78.5395909,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
107,53,IMAGE,https://mock/3798bfd6-914e-45ca-bdf2-12727776e64f.jpg,18.0768386,72.2693877,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
108,53,IMAGE,https://mock/c06ba5de-44bb-4ad4-b169-5fad882cb08f.jpg,16.8553767,75.8949242,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
109,53,IMAGE,https://mock/9493ca29-46fb-44d0-b476-9cb793947d0c.jpg,18.13686,79.5031472,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
110,54,VIDEO,https://mock/fb63c97a-4609-41f7-a0bf-730394f14869.jpg,19.5201105,78.4293492,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
111,54,VIDEO,https://mock/2aefbac5-85f3-4177-a28f-845b7b288029.jpg,20.4200511,79.9129853,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
112,55,VIDEO,https://mock/b3547730-3b47-4ada-8a81-73df494bc483.jpg,17.8864446,73.6383224,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
113,55,IMAGE,https://mock/d554ea86-30ff-4e05-b0c2-cdf35d1c80e5.jpg,19.390337,72.2577443,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
114,56,IMAGE,https://mock/f932b0d8-fc5e-4bdb-bfb3-251f4e66f6e9.jpg,19.5718666,72.7140205,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
115,57,IMAGE,https://mock/ff99ac49-a954-40c9-b403-58146cce471b.jpg,18.974504,78.3350279,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
116,57,VIDEO,https://mock/f4590aa1-9348-4968-95f2-bcce8f2ea3b8.jpg,17.0900302,76.7396839,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
117,57,IMAGE,https://mock/f72bdb46-802c-4147-b7a0-2cbb84392d6e.jpg,19.4488096,79.1272987,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
118,58,IMAGE,https://mock/ba0c5b8b-a11c-4e91-ae01-f3fab28e4f21.jpg,19.58845,79.0387277,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
119,58,IMAGE,https://mock/910d89b2-ce45-4748-9db4-589e4287734f.jpg,19.2823866,75.4023252,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
120,58,VIDEO,https://mock/30f1f8e0-9ce2-4142-b149-522b1e640482.jpg,19.1345696,76.7029243,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
121,59,VIDEO,https://mock/696b3e1a-9f1e-47e0-ab56-6e06a90eebd4.jpg,18.1570397,74.1366121,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
122,60,IMAGE,https://mock/7ba8a440-e794-4702-9d39-451f82e85227.jpg,16.4059755,72.6679037,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
123,60,VIDEO,https://mock/833d8847-0a3d-4b0f-90ba-3c15fe399978.jpg,16.8559087,75.5168805,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
124,61,IMAGE,https://mock/8a19b5b6-6bdc-4c41-b8dc-ce192298ac06.jpg,18.0778945,76.8826258,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
125,61,VIDEO,https://mock/6342eb4c-bc4a-4873-b116-9bc1c9a2d7e2.jpg,16.858123,74.6517595,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
126,61,IMAGE,https://mock/23b63f98-d857-4dcc-aa80-aeaabaa5946c.jpg,20.5680671,78.2204719,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
127,62,IMAGE,https://mock/eea56836-95cb-4d31-ab7f-8c534c8cc029.jpg,20.8433629,72.7831802,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
128,63,IMAGE,https://mock/9c2e1ecd-bcac-44ed-aca0-c3319c651de2.jpg,20.0945917,78.3644006,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
129,64,VIDEO,https://mock/0a4d8e96-b6b5-445c-b5d8-f852b7054643.jpg,19.8551468,78.5595656,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
130,65,VIDEO,https://mock/3b2f671a-ee47-47cc-a9f3-b1c40442d689.jpg,19.8851799,74.8252381,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
131,65,VIDEO,https://mock/bbbd5261-f7dc-4f9c-9835-ce263b1495ef.jpg,19.1650768,78.5315956,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
132,66,IMAGE,https://mock/ce14c185-76d3-4663-b95c-268a7a51ee59.jpg,17.9458671,73.9171439,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
133,66,VIDEO,https://mock/89464038-6c7c-4a1a-a290-c921c11652f3.jpg,20.7395893,77.2765613,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
134,66,VIDEO,https://mock/8d6aa9c8-d363-4f70-89bd-eb2dd127ed7c.jpg,20.1540538,79.3412872,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
135,67,IMAGE,https://mock/6967d62c-ac02-4197-a742-09a5f9eaeb34.jpg,17.8172178,75.4547965,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
136,67,VIDEO,https://mock/b5bdbad1-b5fb-45d2-a1c4-143883e7e54b.jpg,16.2748736,75.9562512,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
137,67,IMAGE,https://mock/35d3abe0-470b-4f02-9a67-71ae3be691ae.jpg,19.2859399,74.6232764,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
138,68,VIDEO,https://mock/be8e77aa-ac5d-43f2-a58d-37428e55cb3c.jpg,17.6599722,79.4250228,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
139,68,VIDEO,https://mock/e085fc87-5ad7-48c6-9ad7-1d89dac339f2.jpg,17.5604951,76.568873,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
140,68,IMAGE,https://mock/b496a509-3b9e-4378-9bbe-f909a81ba291.jpg,20.259687,79.3741367,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
141,69,VIDEO,https://mock/27819ba7-124e-4ab4-acdc-a2f9be0ffe9f.jpg,19.4432305,72.2854402,2026-05-13 05:57:19,"{""damage_confidence"":92}","{""vector"":""mock""}"
